Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Location,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Coordinates,Latitude,Longitude,Insert Date
Starbucks,13214,"Rural & Loop 202, Tempe",Company Owned,16966,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-894-3130,"555 N. Scottsdale Road, #109
Tempe, AZ 85281-2294
(33.434404, -111.926012)","555 N. Scottsdale Road, #109",555 N. Scottsdale Road,#109,Tempe,AZ,85281-2294,US,"(33.434404, -111.926012)",33.434404,-111.926012,06/22/2012 06:48:06 PM
Starbucks,73151,Albertsons-Sctdl AZ #983,Licensed,16904,,,,9999,Unknown,480-767-0819,"11475 E Via Linda
Scottsdale, AZ 85259-2638
(33.589384, -111.833791)",11475 E Via Linda,11475 E Via Linda,,Scottsdale,AZ,85259-2638,US,"(33.589384, -111.833791)",33.589384,-111.833791,06/22/2012 06:48:06 PM
Starbucks,75278,Aramark ASU Bookstore,Licensed,14444,Lunch,Wireless Hotspot,,9999,Unknown,480-727-0830,"525 E. Orange St.
Tempe, AZ 85287-9989
(33.418217, -111.931893)",525 E. Orange St.,525 E. Orange St.,,Tempe,AZ,85287-9989,US,"(33.418217, -111.931893)",33.418217,-111.931893,06/22/2012 06:48:06 PM
Starbucks,75178,Aramark ASU Business College,Licensed,12981,Lunch,Wireless Hotspot,,9999,Unknown,480-727-0019,"College of Business 1st Floor
Tempe, AZ 85287
(33.418235, -111.931856)",College of Business 1st Floor,College of Business 1st Floor,,Tempe,AZ,85287,US,"(33.418235, -111.931856)",33.418235,-111.931856,06/22/2012 06:48:06 PM
Starbucks,5468,Arizona Mills,Company Owned,8676,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-897-4804,"5000 Arizona Mills Circle, Suite #391
Tempe, AZ 85282
(33.384851, -111.966968)","5000 Arizona Mills Circle, Suite #391",5000 Arizona Mills Circle,Suite #391,Tempe,AZ,85282,US,"(33.384851, -111.966968)",33.384851,-111.966968,06/22/2012 06:48:06 PM
Starbucks,74293,Safeway-Tempe #1487,Licensed,13084,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-829-6824,"926 E Broadway
Tempe, AZ 85282-1502
(33.408945, -111.925101)",926 E Broadway,926 E Broadway,,Tempe,AZ,85282-1502,US,"(33.408945, -111.925101)",33.408945,-111.925101,06/22/2012 06:48:06 PM
Starbucks,76805,Target Tempe NE T-2176,Licensed,10366,,Starbucks Card Mobile,,9999,Unknown,480-214-2667,"1800 E Rio Salado Pkwy
Tempe, AZ 85281-2255
(33.429602, -111.905237)",1800 E Rio Salado Pkwy,1800 E Rio Salado Pkwy,,Tempe,AZ,85281-2255,US,"(33.429602, -111.905237)",33.429602,-111.905237,06/22/2012 06:48:06 PM
Starbucks,74940,Safeway - Phoenix #1980,Licensed,7926,,Starbucks Card Mobile,,9999,Unknown,480-283-0032,"1334 East Chandler Blvd
Phoenix, AZ 85048-6267
(33.306853, -112.053759)",1334 East Chandler Blvd,1334 East Chandler Blvd,,Phoenix,AZ,85048-6267,US,"(33.306853, -112.053759)",33.306853,-112.053759,06/22/2012 06:48:06 PM
Starbucks,74722,Safeway-Phoenix #752,Licensed,14359,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-496-0076,"4747 E Elliot Rd
Phoenix, AZ 85044-1627
(33.348072, -111.981878)",4747 E Elliot Rd,4747 E Elliot Rd,,Phoenix,AZ,85044-1627,US,"(33.348072, -111.981878)",33.348072,-111.981878,06/22/2012 06:48:06 PM
Starbucks,8103,"Elliot & Priest, Tempe",Company Owned,13795,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-756-8750,"1620 W. Elliot Road, #106
Tempe, AZ 85284-1024
(33.349562, -111.964658)","1620 W. Elliot Road, #106",1620 W. Elliot Road,#106,Tempe,AZ,85284-1024,US,"(33.349562, -111.964658)",33.349562,-111.964658,06/22/2012 06:48:06 PM
Starbucks,5560,Rural & Baseline - Tempe,Company Owned,14699,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-897-8335,"5158 South Rural Road, #3
Tempe, AZ 85282-7009
(33.378411, -111.928694)","5158 South Rural Road, #3",5158 South Rural Road,#3,Tempe,AZ,85282-7009,US,"(33.378411, -111.928694)",33.378411,-111.928694,06/22/2012 06:48:06 PM
Starbucks,9996,"McClintock & Southern, Tempe",Company Owned,8363,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-831-6042,"3223 S. McClintock Drive, #101
Tempe, AZ 85282-5603
(33.393819, -111.908629)","3223 S. McClintock Drive, #101",3223 S. McClintock Drive,#101,Tempe,AZ,85282-5603,US,"(33.393819, -111.908629)",33.393819,-111.908629,06/22/2012 06:48:06 PM
Starbucks,70315,"Fry's-Phoenix, AZ #27",Licensed,18622,,Wireless Hotspot,,9999,Unknown,480-706-0601,"3616 E Ray Rd
Phoenix, AZ 85044-7114
(33.316675, -112.005424)",3616 E Ray Rd,3616 E Ray Rd,,Phoenix,AZ,85044-7114,US,"(33.316675, -112.005424)",33.316675,-112.005424,06/22/2012 06:48:06 PM
Starbucks,73409,Albertsons-Tempe AZ #940,Licensed,13399,,,,9999,Unknown,480-820-8166,"750 E Guadalupe Rd
Tempe, AZ 85283-2912
(33.364583, -111.929732)",750 E Guadalupe Rd,750 E Guadalupe Rd,,Tempe,AZ,85283-2912,US,"(33.364583, -111.929732)",33.364583,-111.929732,06/22/2012 06:48:06 PM
Starbucks,79763,Safeway - Mesa #1717,Licensed,18621,,Starbucks Card Mobile,,9999,Unknown,480-644-9448,"1960 W Main St
Mesa, AZ 85201-6914
(33.416245, -111.873732)",1960 W Main St,1960 W Main St,,Mesa,AZ,85201-6914,US,"(33.416245, -111.873732)",33.416245,-111.873732,06/22/2012 06:48:06 PM
Starbucks,74101,Safeway-Phoenix #1201,Licensed,16893,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,,"4005 East Chandler Boulevard
Phoenix, AZ 85048-8888
(33.304723, -111.996766)",4005 East Chandler Boulevard,4005 East Chandler Boulevard,,Phoenix,AZ,85048-8888,US,"(33.304723, -111.996766)",33.304723,-111.996766,06/22/2012 06:48:06 PM
Starbucks,5378,Guadalupe & McClintock,Company Owned,14842,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-838-3989,"1817 E Guadalupe
Tempe, AZ 85283-3298
(33.362893, -111.910673)",1817 E Guadalupe,1817 E Guadalupe,,Tempe,AZ,85283-3298,US,"(33.362893, -111.910673)",33.362893,-111.910673,06/22/2012 06:48:06 PM
Starbucks,5898,"54th St. & Ray Rd., Chandler",Company Owned,9289,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-496-0147,"885 N. 54th Street, 1
Chandler, AZ 85226-1528
(33.31734, -111.96699)","885 N. 54th Street, 1",885 N. 54th Street,1,Chandler,AZ,85226-1528,US,"(33.31734, -111.96699)",33.31734,-111.96699,06/22/2012 06:48:06 PM
Starbucks,6966,46th & Chandler,Company Owned,13920,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-785-7795,"4605 E. Chandler Blvd., A
Phoenix, AZ 85048-0433
(33.304811, -111.983253)","4605 E. Chandler Blvd., A",4605 E. Chandler Blvd.,A,Phoenix,AZ,85048-0433,US,"(33.304811, -111.983253)",33.304811,-111.983253,06/22/2012 06:48:06 PM
Starbucks,74486,Safeway-Tempe #1535,Licensed,12439,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-755-1844,"1515 E Elliott Rd
Tempe, AZ 85284-1637
(33.348315, -111.913103)",1515 E Elliott Rd,1515 E Elliott Rd,,Tempe,AZ,85284-1637,US,"(33.348315, -111.913103)",33.348315,-111.913103,06/22/2012 06:48:06 PM
Starbucks,5579,Dobson & Freeway,Company Owned,15938,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-775-0511,"1653 Dobson Road, Ste #101
Mesa, AZ 85202
(33.383543, -111.874404)","1653 Dobson Road, Ste #101",1653 Dobson Road,Ste #101,Mesa,AZ,85202,US,"(33.383543, -111.874404)",33.383543,-111.874404,06/22/2012 06:48:06 PM
Starbucks,76226,Target Mesa T-1429,Licensed,11367,,Starbucks Card Mobile,,9999,Unknown,480-281-0105,"1230 S Longmore Ave
Mesa, AZ 85202-9602
(33.392017, -111.864725)",1230 S Longmore Ave,1230 S Longmore Ave,,Mesa,AZ,85202-9602,US,"(33.392017, -111.864725)",33.392017,-111.864725,06/22/2012 06:48:06 PM
Starbucks,6955,"Southern & Longmore, Mesa",Company Owned,14034,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-833-5593,"1457 W. Southern Avenue, A-1
Mesa, AZ 85202-4813
(33.392658, -111.862037)","1457 W. Southern Avenue, A-1",1457 W. Southern Avenue,A-1,Mesa,AZ,85202-4813,US,"(33.392658, -111.862037)",33.392658,-111.862037,06/22/2012 06:48:06 PM
Starbucks,6722,"Chandler & Kyrene, Chandler",Company Owned,16107,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-893-1923,"6140 West Chandler Blvd, #8
Chandler, AZ 85226-3460
(33.305878, -111.947432)","6140 West Chandler Blvd, #8",6140 West Chandler Blvd,#8,Chandler,AZ,85226-3460,US,"(33.305878, -111.947432)",33.305878,-111.947432,06/22/2012 06:48:06 PM
Starbucks,16341,Dobson & Guadalupe,Company Owned,70039,"Lunch, Oven-warmed Food",Wireless Hotspot,,0,Unknown,480-755-2433,"2010 W. Guadalupe Rd.
Mesa, AZ 85202-7340
(33.364418, -111.877043)",2010 W. Guadalupe Rd.,2010 W. Guadalupe Rd.,,Mesa,AZ,85202-7340,US,"(33.364418, -111.877043)",33.364418,-111.877043,06/22/2012 06:48:06 PM
Starbucks,15746,Rural & Ray,Company Owned,66368,"Lunch, Oven-warmed Food",Wireless Hotspot,Drive-Through,0,Unknown,480-785-5888,"4985 W. Ray Rd
Chandler, AZ 85226-2050
(33.319416, -111.927216)",4985 W. Ray Rd,4985 W. Ray Rd,,Chandler,AZ,85226-2050,US,"(33.319416, -111.927216)",33.319416,-111.927216,06/22/2012 06:48:06 PM
Starbucks,13742,"Stapley & McKellips, Mesa",Company Owned,17165,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-833-0056,"1229 E. McKellips Road, #102
Mesa, AZ 85203-2725
(33.450984, -111.803218)","1229 E. McKellips Road, #102",1229 E. McKellips Road,#102,Mesa,AZ,85203-2725,US,"(33.450984, -111.803218)",33.450984,-111.803218,06/22/2012 06:48:06 PM
Starbucks,74539,Safeway - Fountain Hills #1291,Licensed,11373,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-837-0287,"13733 Fountain Hills Blvd
Fountain Hills, AZ 85268-3730
(33.609667, -111.728322)",13733 Fountain Hills Blvd,13733 Fountain Hills Blvd,,Fountain Hills,AZ,85268-3730,US,"(33.609667, -111.728322)",33.609667,-111.728322,06/22/2012 06:48:06 PM
Starbucks,6635,"McClintock & Ray, Chandler",Company Owned,17715,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-752-8522,"4030 W. Ray Road, #3
Chandler, AZ 85226-7254
(33.321759500139, -111.91270019784)","4030 W. Ray Road, #3",4030 W. Ray Road,#3,Chandler,AZ,85226-7254,US,"(33.321759500139, -111.91270019784)",33.321759500139,-111.91270019784,06/22/2012 06:48:06 PM
Starbucks,5586,Fountain Hills,Company Owned,14754,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-816-6969,"16425 E. Palisades Blvd., Suite 101
Fountain Hills, AZ 85268-3754
(33.609584, -111.725544)","16425 E. Palisades Blvd., Suite 101",16425 E. Palisades Blvd.,Suite 101,Fountain Hills,AZ,85268-3754,US,"(33.609584, -111.725544)",33.609584,-111.725544,06/22/2012 06:48:06 PM
Starbucks,79701,Safeway - Mesa #247,Licensed,6912,,Starbucks Card Mobile,,9999,Unknown,602-838-7452,"1225 West Guadalupe
Mesa, AZ 85202-9101
(33.363152, -111.85984)",1225 West Guadalupe,1225 West Guadalupe,,Mesa,AZ,85202-9101,US,"(33.363152, -111.85984)",33.363152,-111.85984,06/22/2012 06:48:06 PM
Starbucks,6885,"Dobson & Warner, Chandler",Company Owned,12696,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-782-9307,"2050 N. Dobson Road, Suite 5
Chandler, AZ 85224-2299
(33.335483, -111.877792)","2050 N. Dobson Road, Suite 5","2050 N. Dobson Road, Suite 5",,Chandler,AZ,85224-2299,US,"(33.335483, -111.877792)",33.335483,-111.877792,06/22/2012 06:48:06 PM
Starbucks,11984,"Ray Road & Loop 101, Chandler",Company Owned,6644,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-963-2032,"2885 W. Ray Road, #1
Chandler, AZ 85224-3629
(33.320241, -111.892388)","2885 W. Ray Road, #1",2885 W. Ray Road,#1,Chandler,AZ,85224-3629,US,"(33.320241, -111.892388)",33.320241,-111.892388,06/22/2012 06:48:06 PM
Starbucks,11084,"Shea & Technology, Fountain Hills",Company Owned,10301,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-837-1486,"16815 E. Shea Blvd., #106A
Fountain Hills, AZ 85268-6667
(33.574458, -111.719458)","16815 E. Shea Blvd., #106A",16815 E. Shea Blvd.,#106A,Fountain Hills,AZ,85268-6667,US,"(33.574458, -111.719458)",33.574458,-111.719458,06/22/2012 06:48:06 PM
Starbucks,5907,"Alma School & Elliot Rd, Chandler",Company Owned,11086,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-963-1335,"985 West Elliot Road, 7
Chandler, AZ 85225-1883
(33.348347, -111.858539)","985 West Elliot Road, 7",985 West Elliot Road,7,Chandler,AZ,85225-1883,US,"(33.348347, -111.858539)",33.348347,-111.858539,06/22/2012 06:48:06 PM
Starbucks,5974,"Chandler & Price Road, Phoenix",Company Owned,13453,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-917-1963,"3161 W Chandler Blvd
Chandler, AZ 85226-5063
(33.2999, -111.899)",3161 W Chandler Blvd,3161 W Chandler Blvd,,Chandler,AZ,85226-5063,US,"(33.2999, -111.899)",33.2999,-111.899,06/22/2012 06:48:06 PM
Starbucks,5656,"Stapley & the Freeway - Mesa, AZ.",Company Owned,16019,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-633-6643,"1641 S Stapley Rd, #A1
Mesa, AZ 85204-6646
(33.384093, -111.805459)","1641 S Stapley Rd, #A1",1641 S Stapley Rd,#A1,Mesa,AZ,85204-6646,US,"(33.384093, -111.805459)",33.384093,-111.805459,06/22/2012 06:48:06 PM
Starbucks,74802,Safeway - Mesa #1567,Licensed,9444,,Starbucks Card Mobile,,9999,Unknown,480-833-8338,"2740 E University Dr
Mesa, AZ 85213-8452
(33.423986, -111.772175)",2740 E University Dr,2740 E University Dr,,Mesa,AZ,85213-8452,US,"(33.423986, -111.772175)",33.423986,-111.772175,06/22/2012 06:48:06 PM
Starbucks,5448,Dobson & Chandler,Company Owned,9172,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-857-7233,"1900 W. Chandler Blvd., Suite 17
Chandler, AZ 85224-6175
(33.307142, -111.87457)","1900 W. Chandler Blvd., Suite 17",1900 W. Chandler Blvd.,Suite 17,Chandler,AZ,85224-6175,US,"(33.307142, -111.87457)",33.307142,-111.87457,06/22/2012 06:48:06 PM
Starbucks,79796,Safeway - Chandler #1604,Licensed,18620,,Starbucks Card Mobile,,9999,Unknown,480-726-7776,"1159 W Chandler Blvd
Chandler, AZ 85224-5202
(33.304236, -111.863162)",1159 W Chandler Blvd,1159 W Chandler Blvd,,Chandler,AZ,85224-5202,US,"(33.304236, -111.863162)",33.304236,-111.863162,06/22/2012 06:48:06 PM
Starbucks,5415,Baseline & Gilbert,Company Owned,11769,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-497-8544,"2048 E. Baseline, Suite C-10
Mesa, AZ 85204-6969
(33.381335, -111.787151)","2048 E. Baseline, Suite C-10",2048 E. Baseline,Suite C-10,Mesa,AZ,85204-6969,US,"(33.381335, -111.787151)",33.381335,-111.787151,06/22/2012 06:48:06 PM
Starbucks,14520,"Greenfield & McKellips, Mesa",Company Owned,10638,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-985-4520,"4409 E. McKellips Road
Mesa, AZ 85215-2548
(33.451822, -111.735806)",4409 E. McKellips Road,4409 E. McKellips Road,,Mesa,AZ,85215-2548,US,"(33.451822, -111.735806)",33.451822,-111.735806,06/22/2012 06:48:06 PM
Starbucks,74805,Safeway-Chandler #1605,Licensed,8236,,Starbucks Card Mobile,,9999,Unknown,480-855-5005,"1060 E Ray Rd
Chandler, AZ 85225-1542
(33.321756, -111.822602)",1060 E Ray Rd,1060 E Ray Rd,,Chandler,AZ,85225-1542,US,"(33.321756, -111.822602)",33.321756,-111.822602,06/22/2012 06:48:06 PM
Starbucks,5377,Warner & Cooper Road,Company Owned,11565,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-497-1504,"884 W. Warner Road, B-9
Gilbert, AZ 85233-7264
(33.335433, -111.808539)","884 W. Warner Road, B-9",884 W. Warner Road,B-9,Gilbert,AZ,85233-7264,US,"(33.335433, -111.808539)",33.335433,-111.808539,06/22/2012 06:48:06 PM
Starbucks,73540,Albertsons-Gilbert #1023,Licensed,17620,,,,9999,Unknown,480-558-0105,"861 E Warner
Gilbert, AZ 85296-2963
(33.334149105569, -111.7716998483)",861 E Warner,861 E Warner,,Gilbert,AZ,85296-2963,US,"(33.334149105569, -111.7716998483)",33.334149105569,-111.7716998483,06/22/2012 06:48:06 PM
Starbucks,10539,"Val Vista & Southern, Mesa",Company Owned,10207,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-830-0152,"3550 E. Southern Avenue, #104
Mesa, AZ 85204-5683
(33.394024, -111.754182)","3550 E. Southern Avenue, #104",3550 E. Southern Avenue,#104,Mesa,AZ,85204-5683,US,"(33.394024, -111.754182)",33.394024,-111.754182,06/22/2012 06:48:06 PM
Starbucks,74801,Safeway - Mesa #1637,Licensed,9515,,Starbucks Card Mobile,,9999,Unknown,480-807-0447,"3622 E Southern Ave
Mesa, AZ 85206-2504
(33.394836, -111.752311)",3622 E Southern Ave,3622 E Southern Ave,,Mesa,AZ,85206-2504,US,"(33.394836, -111.752311)",33.394836,-111.752311,06/22/2012 06:48:06 PM
Starbucks,5672,"Val Vista & Baseline, Mesa",Company Owned,8694,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-892-3018,"1939 S Val Vista Dr, #D
Mesa, AZ 85204-7314
(33.380781, -111.753422)","1939 S Val Vista Dr, #D",1939 S Val Vista Dr,#D,Mesa,AZ,85204-7314,US,"(33.380781, -111.753422)",33.380781,-111.753422,06/22/2012 06:48:06 PM
Starbucks,8975,"Arizona Ave & Loop 202, Chandler",Company Owned,14671,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-857-2410,"1395 S. Arizona Avenue, #1
Chandler, AZ 85286-6508
(33.284781, -111.840683)","1395 S. Arizona Avenue, #1",1395 S. Arizona Avenue,#1,Chandler,AZ,85286-6508,US,"(33.284781, -111.840683)",33.284781,-111.840683,06/22/2012 06:48:06 PM
Starbucks,3972,Frys - Mesa #23,Licensed,7777,,Wireless Hotspot,,9999,Unknown,480-830-8949,"5941 East McKellips Rd
Mesa, AZ 85215-2754
(33.450945, -111.702818)",5941 East McKellips Rd,5941 East McKellips Rd,,Mesa,AZ,85215-2754,US,"(33.450945, -111.702818)",33.450945,-111.702818,06/22/2012 06:48:06 PM
Starbucks,5966,"Val Vista & Warner, Gilbert",Company Owned,11823,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-539-1984,"1505 E. Warner Road, 100
Gilbert, AZ 85296-3150
(33.334344370037, -111.78287481727)","1505 E. Warner Road, 100",1505 E. Warner Road,100,Gilbert,AZ,85296-3150,US,"(33.334344370037, -111.78287481727)",33.334344370037,-111.78287481727,06/22/2012 06:48:06 PM
Starbucks,6560,"Queen Creek & Alma School, Chandler",Company Owned,15199,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-899-9295,"1085 W Queen Creek Rd, B
Chandler, AZ 85248-8128
(33.261105, -111.860328)","1085 W Queen Creek Rd, B",1085 W Queen Creek Rd,B,Chandler,AZ,85248-8128,US,"(33.261105, -111.860328)",33.261105,-111.860328,06/22/2012 06:48:06 PM
Starbucks,13484,"Greenfield & Inverness, Mesa",Company Owned,7905,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-892-2497,"1705 S. Greenfield Road, #101
Mesa, AZ 85206-3487
(33.384713, -111.737055)","1705 S. Greenfield Road, #101",1705 S. Greenfield Road,#101,Mesa,AZ,85206-3487,US,"(33.384713, -111.737055)",33.384713,-111.737055,06/22/2012 06:48:06 PM
Starbucks,6498,"Power & McDowell, Mesa",Company Owned,11484,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-830-2876,"2832 North Power Road, #101
Mesa, AZ 85215-1609
(33.466474, -111.684051)","2832 North Power Road, #101",2832 North Power Road,#101,Mesa,AZ,85215-1609,US,"(33.466474, -111.684051)",33.466474,-111.684051,06/22/2012 06:48:06 PM
Starbucks,74237,Safeway-Gilbert #1534,Licensed,11359,,Starbucks Card Mobile,,9999,Unknown,480-545-7555,"90 S Val Vista Dr
Gilbert, AZ 85296-1376
(33.348892, -111.756804)",90 S Val Vista Dr,90 S Val Vista Dr,,Gilbert,AZ,85296-1376,US,"(33.348892, -111.756804)",33.348892,-111.756804,06/22/2012 06:48:06 PM
Starbucks,74810,Safeway-Mesa #2644,Licensed,9445,,Starbucks Card Mobile,,9999,Unknown,480-281-2972,"2151 N Power Rd
Mesa, AZ 85215-2971
(33.45022282054, -111.68261634832)",2151 N Power Rd,2151 N Power Rd,,Mesa,AZ,85215-2971,US,"(33.45022282054, -111.68261634832)",33.45022282054,-111.68261634832,06/22/2012 06:48:06 PM
Starbucks,74792,Safeway - Gilbert #1748,Licensed,9576,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-325-5870,"5137 E Baseline Rd
Gilbert, AZ 85234-2967
(33.377933, -111.723588)",5137 E Baseline Rd,5137 E Baseline Rd,,Gilbert,AZ,85234-2967,US,"(33.377933, -111.723588)",33.377933,-111.723588,06/22/2012 06:48:06 PM
Starbucks,15775,Target Chandler South T-2747,Licensed,63176,,,,0,Unknown,480-612-6101,"3777 S Arizona Ave
Chandler, AZ 85248-4500
(33.250311, -111.841334)",3777 S Arizona Ave,3777 S Arizona Ave,,Chandler,AZ,85248-4500,US,"(33.250311, -111.841334)",33.250311,-111.841334,06/22/2012 06:48:06 PM
Starbucks,74493,Safeway-Chandler #1566,Licensed,15935,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-883-0255,"4970 S Alma School Rd
Chandler, AZ 85248-5502
(33.233717, -111.859845)",4970 S Alma School Rd,4970 S Alma School Rd,,Chandler,AZ,85248-5502,US,"(33.233717, -111.859845)",33.233717,-111.859845,06/22/2012 06:48:06 PM
Starbucks,70372,Macy's - San Tan Village,Licensed,10984,,Wireless Hotspot,,9999,Unknown,,"SR-202 Loop &amp; William Fields Rd
Gilbert, AZ 85295-5260
(33.3344, -111.7464)",SR-202 Loop & William Fields Rd,SR-202 Loop & William Fields Rd,,Gilbert,AZ,85295-5260,US,"(33.3344, -111.7464)",33.3344,-111.7464,06/22/2012 06:48:06 PM
Starbucks,14378,"Power & Broadway, Mesa",Company Owned,10759,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,480-807-5782,"344 S. Power Road, #101
Mesa, AZ 85206-5219
(33.409058, -111.685123)","344 S. Power Road, #101",344 S. Power Road,#101,Mesa,AZ,85206-5219,US,"(33.409058, -111.685123)",33.409058,-111.685123,06/22/2012 06:48:06 PM
Starbucks,9413,"Gilbert & Loop 202, Phoenix",Company Owned,15792,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-899-3867,"3765 S. Gilbert Rd, #107
Gilbert, AZ 85297-2013
(33.281391, -111.788928)","3765 S. Gilbert Rd, #107",3765 S. Gilbert Rd,#107,Gilbert,AZ,85297-2013,US,"(33.281391, -111.788928)",33.281391,-111.788928,06/22/2012 06:48:06 PM
Starbucks,76302,Super Target Gilbert ST-1960,Licensed,12213,,Starbucks Card Mobile,,9999,Unknown,480-281-0201,"3931 S Gilbert Rd
Gilbert, AZ 85297-2004
(33.279304, -111.787395)",3931 S Gilbert Rd,3931 S Gilbert Rd,,Gilbert,AZ,85297-2004,US,"(33.279304, -111.787395)",33.279304,-111.787395,06/22/2012 06:48:06 PM
Starbucks,73849,Bashas - Gilbert/Higley Rd #172,Licensed,6643,,,,9999,Unknown,480-926-5220,"99 S Higley Rd
Gilbert, AZ 85296-1168
(33.348574, -111.720097)",99 S Higley Rd,99 S Higley Rd,,Gilbert,AZ,85296-1168,US,"(33.348574, -111.720097)",33.348574,-111.720097,06/22/2012 06:48:06 PM
Starbucks,5610,Power & Baseline,Company Owned,14756,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,480-218-0300,"2060 S. Power Rd., Suite 100
Mesa, AZ 85209-6671
(33.378369, -111.688637)","2060 S. Power Rd., Suite 100",2060 S. Power Rd.,Suite 100,Mesa,AZ,85209-6671,US,"(33.378369, -111.688637)",33.378369,-111.688637,06/22/2012 06:48:06 PM
Starbucks,73578,Albertsons-Chandler #1021,Licensed,16607,,,,9999,Unknown,480-802-1970,"2935 E Riggs Road
Chandler, AZ 85249-3671
(33.218119527177, -111.79078790523)",2935 E Riggs Road,2935 E Riggs Road,,Chandler,AZ,85249-3671,US,"(33.218119527177, -111.79078790523)",33.218119527177,-111.79078790523,06/22/2012 06:48:06 PM
Starbucks,12504,Bashas - Mesa #110,Licensed,19024,,Wireless Hotspot,,0,Unknown,480-357-3300,"1133 N Ellsworth Rd
Mesa, AZ 85207-5140
(33.436134, -111.63253)",1133 N Ellsworth Rd,1133 N Ellsworth Rd,,Mesa,AZ,85207-5140,US,"(33.436134, -111.63253)",33.436134,-111.63253,06/22/2012 06:48:06 PM
